StateCode,Altitude,Latitude,Longitude,UsgsGaugeId,Name
ME,930,44.85777778,-70.48527778,01047200,"Sandy River near Madrid, Maine"
ME,197.1,44.70805556,-69.9375,01048000,"Sandy River near Mercer, Maine"
ME,20,44.22916667,-69.7780556,01049500,"Cobbosseecontee Stream at Gardiner, Maine"
NH,1259.48,44.8775,-71.0575,01052500,"Diamond River near Wentworth Location, NH"
NH,1227.3,44.7825,-71.1286111,01053500,"Androscoggin River at Errol, NH"
ME,683.1,44.39055556,-70.9797222,01054200,"Wild River at Gilead, Maine"
ME,615.67,44.64277778,-70.58888889,01055000,"Swift River near Roxbury, Maine"
ME,447,44.30388889,-70.5397222,01057000,"Little Androscoggin River near South Paris, Maine"
ME,109.18,44.0722222,-70.2080556,01059000,"Androscoggin River near Auburn, Maine"
ME,13.42,43.68694444,-70.3472222,01064118,"Presumpscot River at Westbrook, Maine"
NH,418.19,43.9908333,-71.0905556,01064500,"Saco River near Conway, NH"
NH,493.37,43.83007396,-71.2878488,01064801,"BEARCAMP RIVER AT SOUTH TAMWORTH, NH"
ME,263.48,43.80805556,-70.7816667,01066000,"Saco River at Cornish, Maine"
ME,165.75,43.4183333,-70.6583333,01069500,"Mousam River near West Kennebunk, Maine"
NH,118.77,43.26841527,-70.9736739,01072800,"COCHECO RIVER NEAR ROCHESTER, NH."
NH,115,43.23480487,-70.9564507,01072870,"ISINGLASS R AT ROCHESTER NECK RD, NR DOVER, NH"
NH,38.28,43.10258558,-70.952559,01073500,"LAMPREY RIVER NEAR NEWMARKET, NH"
NH,821.03,44.0475669,-71.6598029,01074520,"EAST BRANCH PEMIGEWASSET RIVER AT LINCOLN, NH"
NH,616.44,43.9761792,-71.6795244,01075000,"PEMIGEWASSET RIVER AT WOODSTOCK, NH"
NH,497.34,43.79562647,-71.8453594,01076000,"BAKER RIVER NEAR RUMNEY, NH"
NH,457.07,43.7592388,-71.6856337,01076500,"PEMIGEWASSET RIVER AT PLYMOUTH, NH"
NH,608.42,43.70388889,-71.8333333,01077400,"COCKERMOUTH RIVER BELOW HARDY BROOK, AT GROTON, NH"
NH,449.8,43.56646307,-71.747857,01078000,"SMITH RIVER NEAR BRISTOL, NH"
NH,441.87,43.44174376,-71.5875752,01081000,"WINNIPESAUKEE RIVER AT TILTON, NH"
NH,251.08,43.42285456,-71.6528543,01081500,"MERRIMACK RIVER AT FRANKLIN JUNCTION, NH"
NH,731.97,42.8625837,-71.95924609,01082000,"CONTOOCOOK RIVER AT PETERBOROUGH, NH"
NH,470.32,43.1520237,-71.85730149,01085000,"CONTOOCOOK RIVER NEAR HENNIKER, NH"
NH,379.96,43.25091159,-71.7322996,01086000,"WARNER RIVER AT DAVISVILLE, NH"
NH,431.73,43.2970225,-71.6945212,01087000,"BLACKWATER RIVER NEAR WEBSTER, NH"
NH,255.89,43.21369248,-71.4803481,01089100,"SOUCOOK RIVER, AT PEMBROKE ROAD, NEAR CONCORD, NH"
NH,319.66,43.0914705,-71.6595182,01090800,"PISCATAQUOG RIVER BL EVERETT DAM, NR E WEARE, NH"
NH,174.65,43.01675,-71.5506252,01091500,"PISCATAQUOG RIVER NEAR GOFFSTOWN, NH"
NH,109.27,42.9481405,-71.4634002,01092000,"MERRIMACK R NR GOFFS FALLS, BELOW MANCHESTER, NH"
NH,264.32,42.8425858,-71.7067399,01093852,"SOUHEGAN RIVER (SITE WLR-1) NEAR MILFORD, NH"
NH,160.58,42.8575865,-71.5061785,01094000,"SOUHEGAN RIVER AT MERRIMACK, NH"
MA,560,42.37286967,-71.8281279,01095375,"QUINAPOXET RIVER AT CANADA MILLS NEAR HOLDEN, MA"
MA,,42.63425619,-71.6578479,01096000,"SQUANNACOOK RIVER NEAR WEST GROTON, MA"
NH,169.04,42.66758945,-71.57506809,01096500,"NASHUA RIVER AT EAST PEPPERELL, MA"
MA,142.12,42.432038,-71.4497848,01097000,"ASSABET RIVER AT MAYNARD, MA"
MA,67.41,42.6367581,-71.3020047,01099500,"CONCORD R BELOW R MEADOW BROOK, AT LOWELL, MA"
MA,89.76,42.256209,-71.2600558,01103500,"CHARLES RIVER AT DOVER, MA"
MA,20.02,42.37231857,-71.2336668,01104500,"CHARLES RIVER AT WALTHAM, MA"
MA,20,42.22093308,-70.9781026,01105583,"MONATIQUOT RIVER AT EAST BRAINTREE, MA"
RI,107.42,42.00620936,-71.5031168,01112500,"BLACKSTONE RIVER AT WOONSOCKET, RI"
CT,239.05,41.7506544,-72.26563469,01119500,"WILLIMANTIC RIVER NEAR COVENTRY, CT"
CT,357,41.81616944,-72.1061694,01120790,"NATCHAUG RIVER AT MARCY RD. NEAR CHAPLIN, CT"
CT,216.76,41.909475,-71.91386389,01125500,"QUINEBAUG RIVER AT PUTNAM, CT"
NH,1150,45.04032368,-71.4439704,01129200,"CONNECTICUT R BELOW INDIAN STREAM NR PITTSBURG, NH"
VT,943.88,44.63394195,-71.8975942,01133000,"EAST BRANCH PASSUMPSIC RIVER NEAR EAST HAVEN, VT"
VT,1103.99,44.5117231,-71.8373143,01134500,"MOOSE RIVER AT VICTORY, VT"
NH,1180.74,44.2686741,-71.6303617,01137500,"AMMONOOSUC RIVER AT BETHLEHEM JUNCTION, NH"
VT,505.53,44.1503413,-72.0650915,01139000,"WELLS RIVER AT WELLS RIVER, VT"
VT,630.5,43.93450969,-72.6578821,01142500,"AYERS BROOK AT RANDOLPH, VT"
VT,374.53,43.71423614,-72.418149,01144000,"WHITE RIVER AT WEST HARTFORD, VT"
NH,321.52,43.64618187,-72.3123134,01144500,"CONNECTICUT RIVER AT WEST LEBANON, NH"
VT,336.77,43.60257077,-72.35425819,01151500,"OTTAUQUECHEE RIVER AT NORTH HARTLAND, VT"
NH,358.78,43.38757327,-72.36203409,01152500,"SUGAR RIVER AT WEST CLAREMONT, NH"
VT,445.79,43.33340716,-72.51481258,01153000,"BLACK RIVER AT NORTH SPRINGFIELD, VT"
VT,680,43.1089665,-72.775374,01155500,"WEST RIVER AT JAMAICA, VT"
VT,452.11,43.0511901,-72.7000939,01155910,"WEST RIVER BELOW TOWNSHEND DAM NEAR TOWNSHEND, VT"
NH,772.86,43.03924586,-72.2700858,01157000,"ASHUELOT RIVER NEAR GILSUM, NH"
NH,658.65,42.94591409,-72.2367514,01158600,"OTTER BROOK BELOW OTTER BROOK DAM, NEAR KEENE, NH"
NH,201.32,42.78591586,-72.4861996,01161000,"ASHUELOT RIVER AT HINSDALE, NH"
MA,818,42.63258676,-72.12313648,01163500,"MILLERS R BL BIRCH HILL DAM AT SOUTH ROYALSTON, MA"
MA,388,42.5975862,-72.4381423,01166500,"MILLERS RIVER AT ERVING, MA"
MA,516.93,42.626,-72.8541944,01168500,"DEERFIELD RIVER AT CHARLEMONT, MA"
MA,461,42.63841775,-72.7250922,01169000,"NORTH RIVER AT SHATTUCKVILLE, MA"
MA,156.74,42.53591957,-72.65342328,01170000,"DEERFIELD RIVER NEAR WEST DEERFIELD, MA"
MA,432.26,42.70341695,-72.67064738,01170100,"GREEN RIVER NEAR COLRAIN, MA"
MA,98.8,42.5802222,-72.5745,01170500,"CONNECTICUT RIVER AT MONTAGUE CITY, MA"
MA,170,42.31897839,-72.6650907,01171500,"MILL RIVER AT NORTHAMPTON, MA"
MA,379.79,42.2362038,-72.27258047,01173500,"WARE RIVER AT GIBBS CROSSING, MA"
MA,461.25,42.28786655,-72.8642636,01179500,"WESTFIELD RIVER AT KNIGHTVILLE, MA"
MA,399.3,42.25870025,-72.8725975,01180500,"MIDDLE BRANCH WESTFIELD RIVER AT GOSS HEIGHTS, MA"
MA,388.6,42.23731169,-72.895654,01181000,"WEST BRANCH WESTFIELD RIVER AT HUNTINGTON, MA"
CT,758.21,42.0788611,-73.0728833,01185500,"WEST BRANCH FARMINGTON RIVER NEAR NEW BOSTON, MA"
CT,485.6,41.9628729,-73.017606,01186000,"WEST BRANCH FARMINGTON RIVER AT RIVERTON, CT"
CT,510.24,41.9679222,-73.0334444,01186500,"STILL RIVER AT ROBERTSVILLE, CT"
CT,594.57,42.0375,-72.93932778,01187300,"HUBBARD RIVER NEAR WEST HARTLAND, CT"
CT,178.2,41.7555472,-72.8870417,01188090,"FARMINGTON RIVER AT UNIONVILLE, CT"
CT,130.21,41.9082833,-72.75935278,01189995,"FARMINGTON RIVER AT TARIFFVILLE, CT"
CT,64.38,41.55232124,-72.44925287,01193500,"SALMON RIVER NEAR EAST HAMPTON, CT"
NY,1002,42.4695833,-73.1973333,01197000,"EAST BRANCH HOUSATONIC RIVER AT COLTSVILLE, MA"
CT,529.06,41.95731548,-73.36928577,01199000,"HOUSATONIC RIVER AT FALLS VILLAGE, CT"
CT,304,41.65876389,-73.5286833,01200000,"TENMILE RIVER NEAR GAYLORDSVILLE, CT"
CT,236.78,41.6531496,-73.4898462,01200500,"HOUSATONIC RIVER AT GAYLORDSVILLE, CT"
CT,777,41.719575,-73.29260278,01202501,"SHEPAUG RIVER AT PETERS DAM AT WOODVILLE, CT"
CT,117.28,41.4423,-73.0622833,01208500,"NAUGATUCK RIVER AT BEACON FALLS, CT"
CT,285.42,41.29454,-73.39512029,01208990,"SAUGATUCK RIVER NEAR REDDING, CT"
CT,115.69,41.16376667,-73.4195444,01209700,"NORWALK RIVER AT SOUTH WILTON, CT"
NY,1550.38,43.96666667,-74.1316667,01312000,HUDSON RIVER NEAR NEWCOMB NY
NY,1604.23,43.75638889,-74.2672222,01315000,INDIAN RIVER NEAR INDIAN LAKE NY
NY,987.51,43.7008333,-73.9833333,01315500,HUDSON RIVER AT NORTH CREEK NY
NY,699.31,43.60944444,-73.7375,01317000,SCHROON RIVER AT RIVERBANK NY
NY,881.31,43.35277778,-74.27027778,01321000,SACANDAGA RIVER NEAR HOPE NY
NY,100,43.26944444,-73.5958333,01327750,HUDSON RIVER AT FORT EDWARD NY
NY,373.1,43.1086111,-73.4216667,01329490,BATTEN KILL BELOW MILL AT BATTENVILLE NY
NY,407.22,43.03055556,-73.9272222,01330000,GLOWEGEE CREEK AT WEST MILTON NY
MA,621,42.70035897,-73.158994,01332500,"HOOSIC RIVER NEAR WILLIAMSTOWN, MA"
NY,355.41,42.9386111,-73.3769444,01334500,HOOSIC RIVER NEAR EAGLE BRIDGE NY
NY,428.66,43.14277778,-75.3378056,01338000,ORISKANY CREEK NEAR ORISKANY NY
NY,635.76,42.8761111,-74.6030556,01349150,CANAJOHARIE CREEK NEAR CANAJOHARIE NY
NY,1452.26,42.24916667,-74.30277778,01349700,EAST KILL NEAR JEWETT CENTER NY
NY,1269.16,42.3083333,-74.39,01349950,BATAVIA KILL AT RED FALLS NEAR PRATTSVILLE NY
NY,1255.95,42.37694444,-74.4130556,01350080,MANOR KILL AT WEST CONESVILLE NEAR GILBOA NY
NY,507.98,42.8,-74.26277778,01351500,SCHOHARIE CREEK AT BURTONSVILLE NY
NY,49.13,42.78527778,-73.7075,01357500,MOHAWK RIVER AT COHOES NY
NY,86.48,42.6333333,-73.8055556,01359528,NORMANS KILL AT ALBANY NY
NY,24.78,42.33055556,-73.74388889,01361000,KINDERHOOK CREEK AT ROSSMAN NY
NY,998.04,42.11694444,-74.38027778,01362200,ESOPUS CREEK AT ALLABEN NY
NY,621.54,42.01416667,-74.2705556,01362500,ESOPUS CREEK AT COLDBROOK NY
NY,40.15,42.03777778,-73.9719444,01364500,ESOPUS CREEK AT MOUNT MARION NY
NY,32.83,41.84305556,-74.0861111,01367500,RONDOUT CREEK AT ROSENDALE NY
NY,114.37,41.65305556,-73.8725,01372500,WAPPINGER CREEK NEAR WAPPINGERS FALLS NY
NY,44.1,41.22502778,-73.85888889,01375000,CROTON R AT NEW CROTON DAM NR CROTON-ON-HUDSON NY
NJ,479,40.9075,-74.4191667,01380450,Rockaway River at Main Street at Boonton NJ
NJ,549.17,41.0183333,-74.4011111,01382500,Pequannock River at Macopin Intake Dam NJ
NJ,601.32,41.16027778,-74.3336111,01383500,Wanaque River at Awosting NJ
NJ,326.79,41.0736111,-74.3116667,01386000,West Brook near Wanaque NJ
NY,253.1,41.09805556,-74.16277778,01387500,Ramapo River near Mahwah NJ
NJ,282.1,40.67777778,-74.8791667,01396500,South Branch Raritan River near High Bridge NJ
NJ,224.49,40.7083333,-74.6361111,01398500,North Branch Raritan River near Far Hills NJ
NJ,284.14,40.7275,-74.73027778,01399500,Lamington (Black) River near Pottersville NJ
NJ,121.5,40.61944444,-74.7736111,01399670,South B Rockaway Creek at Whitehouse Station NJ
NY,1371.37,42.1508333,-74.60138889,01413398,BUSH KILL NEAR ARKVILLE NY
NY,1336.24,42.14666667,-74.6233333,01413408,DRY BROOK AT ARKVILLE
NY,1302.38,42.1447222,-74.6536111,01413500,EAST BRANCH DELAWARE RIVER AT MARGARETVILLE NY
NY,1298.54,42.1061111,-74.7305556,01414500,MILL BROOK NEAR DUNRAVEN NY
NY,1151.7,41.94638889,-74.9797222,01420500,BEAVER KILL AT COOKS FALLS NY
NY,1351.31,42.28027778,-74.9072222,01421900,WEST BRANCH DELAWARE RIVER UPSTREAM FROM DELHI NY
NY,1385.35,42.2522222,-74.9016667,01422500,LITTLE DELAWARE RIVER NEAR DELHI NY
NY,759.84,41.7608333,-75.0483333,01427500,CALLICOON CREEK AT CALLICOON NY
NY,600.22,41.50888889,-74.9858333,01428500,DELAWARE R ABOVE LACKAWAXEN R NEAR BARRYVILLE NY
NY,625.05,41.46138889,-74.75888889,01433500,MONGAUP RIVER NEAR MONGAUP NY
NY,1620.56,41.92027778,-74.5747222,01434498,WEST BRANCH NEVERSINK RIVER AT CLARYVILLE NY
NY,1522.37,41.89,-74.59,01435000,NEVERSINK RIVER NEAR CLARYVILLE NY
NY,1056.14,41.63805556,-74.61688889,01436690,NEVERSINK RIVER AT BRIDGEVILLE NY
NY,459.66,41.4411111,-74.6019444,01437500,NEVERSINK RIVER AT GODEFFROY NY
PA,421.13,41.08815078,-75.03767469,01439500,"Bush Kill at Shoemakers, PA"
PA,586.5,41.0848148,-75.2146251,01440400,"Brodhead Creek near Analomink, PA"
NJ,335.86,40.9808333,-74.9533333,01443500,Paulins Kill at Blairstown NJ
NJ,398.78,40.83055556,-74.97777778,01445500,Pequest River at Pequest NJ
PA,1804.83,41.06527778,-75.52138889,01447680,"Tunkhannock Creek near Long Pond, PA"
PA,1212.95,41.1048062,-75.7321362,01447800,Lehigh R bl Francis E Walter Res nr White Haven PA
PA,444.26,40.8292587,-75.70518938,01449000,"Lehigh River at Lehighton, PA"
PA,210.94,40.6153761,-75.3787914,01453000,"Lehigh River at Bethlehem, PA"
NJ,904.99,40.9172222,-74.6655556,01455500,Musconetcong River at outlet of Lake Hopatcong NJ
PA,258.96,40.4337151,-75.1165609,01459500,"Tohickon Creek near Pipersville, PA"
NJ,0,40.22166667,-74.7780556,01463500,Delaware River at Trenton NJ
PA,160,40.15149064,-75.601305,01472157,"French Creek near Phoenixville, PA"
PA,5.74,39.9678905,-75.1885123,01474500,"Schuylkill River at Philadelphia, PA"
DE,196.02,39.81677739,-75.6916008,01479820,"Red Clay Creek near Kennett Square, PA"
PA,262.52,39.9617734,-75.8013341,01480617,"West Branch Brandywine Creek at Modena, PA"
PA,195,39.9687191,-75.6732715,01480870,"East Branch Brandywine Creek below Downingtown, PA"
DE,150.45,39.8698328,-75.5932623,01481000,"Brandywine Creek at Chadds Ford, PA"
MD,83.39,39.6675833,-75.8255833,01495000,"BIG ELK CREEK AT ELK MILLS, MD"
NY,892.58,42.32444444,-75.77138889,01507000,CHENANGO RIVER AT GREENE NY
NY,1037.71,42.2222222,-77.41777778,01525500,CANISTEO RIVER AT WEST CAMERON NY
PA,765.53,41.7070195,-76.4846654,01532000,"Towanda Creek near Monroeton, PA"
PA,1551.28,41.67980547,-75.47184988,01534300,"Lackawanna River near Forest City, PA"
PA,889.33,41.5045259,-75.54213,01534500,"Lackawanna River at Archbald, PA"
PA,752.41,41.0592504,-76.0935397,01538000,"Wapwallopen Creek near Wapwallopen, PA"
PA,1146.08,40.97172406,-78.4058533,01541500,"Clearfield Creek at Dimeling, PA"
PA,1263.62,41.57895225,-78.2925121,01542810,"Waldy Run near Emporium, PA"
PA,769.36,41.31728467,-78.1030596,01543500,"Sinnemahoning Creek at Sinnemahoning, PA"
PA,780.41,41.38951168,-77.6908191,01545600,"Young Womans Creek near Renovo, PA"
PA,696.42,40.9317273,-77.7855575,01547100,"Spring Creek at Milesburg, PA"
PA,780.36,41.52173586,-77.4474798,01548500,"Pine Creek at Cedar Run, PA"
PA,586.33,41.32507836,-76.91246379,01552000,"Loyalsock Creek at Loyalsockville, PA"
PA,1051.16,40.07174679,-78.4925172,01560000,"Dunning Creek at Belden, PA"
PA,618.65,40.21258144,-77.9252764,01564500,"Aughwick Creek near Three Springs, PA"
PA,551.23,40.65479256,-77.5830499,01565000,"Kishacoquillas Creek at Reedsville, PA"
PA,290.01,40.25481164,-76.8860846,01570500,"Susquehanna River at Harrisburg, PA"
PA,307.49,40.22481237,-76.8980293,01571500,"Yellow Breeches Creek near Camp Hill, PA"
PA,310,40.1511111,-76.6894444,01573710,"Conewago Creek near Falmouth, PA"
PA,400,39.9412222,-76.99,01573825,"West Conewago Creek at East Berlin, PA"
PA,430.86,39.8787104,-76.8533073,01574500,"Codorus Creek at Spring Grove, PA"
PA,356.39,39.94620975,-76.7552459,01575500,"Codorus Creek near York, PA"
PA,208.5,39.90593409,-76.32829298,01576787,"Pequea Creek at Martic Forge, PA"
PA,175.42,39.77260378,-76.3157919,01577500,"Muddy Creek at Castle Fin, PA"
MD,120,39.7067746,-76.1152286,01578475,"Octoraro Creek near Richardsmere, MD"
MD,249.6,39.6299722,-76.4033056,01580000,"DEER CREEK AT ROCKS, MD"
MD,188.28,39.51994444,-76.3729722,01581700,"WINTERS RUN NEAR BENSON, MD"
MD,355.43,39.61888889,-76.6903056,01581920,"GUNPOWDER FALLS NEAR PARKTON, MD"
MD,486.1,39.6730833,-76.6751944,01581960,"BEETREE RUN AT BENTLEY SPRINGS, MD"
MD,302.32,39.6040833,-76.6204722,01582000,"LITTLE FALLS AT BLUE MOUNT, MD"
MD,243.34,39.45469444,-76.47888889,01584050,"LONG GREEN CREEK AT GLEN ARM, MD"
MD,39.41,39.3300833,-76.53488889,01585230,"MOORES RUN AT RADECKE AVE AT BALTIMORE, MD"
MD,428.01,39.48944444,-76.9029444,01586210,"BEAVER RUN NEAR FINKSBURG, MD"
MD,186.9,39.31030556,-76.7924167,01589000,"PATAPSCO RIVER AT HOLLOFIELD, MD"
MD,360.61,39.34588889,-76.7331944,01589300,"GWYNNS FALLS AT VILLA NOVA, MD"
MD,122.18,39.13441667,-76.8161667,01594000,"LITTLE PATUXENT RIVER AT SAVAGE, MD"
WV,2275.58,39.30188889,-79.30688889,01595000,"NORTH BRANCH POTOMAC RIVER AT STEYER, MD"
MD,1571.75,39.39388889,-79.1816944,01595500,"NORTH BRANCH POTOMAC RIVER AT KITZMILLER, MD"
MD,1151.28,39.4451111,-79.1108056,01595800,"NORTH BRANCH POTOMAC RIVER AT BARNUM, WV"
MD,1603.44,39.57005556,-79.1019444,01596500,"SAVAGE RIVER NEAR BARTON, MD"
MD,1275.94,39.50275,-79.1239722,01597500,"SAVAGE RIV BL SAVAGE RIV DAM NEAR BLOOMINGTON, MD"
MD,943.68,39.4789722,-79.0637778,01598500,"NORTH BRANCH POTOMAC RIVER AT LUKE, MD"
MD,958.18,39.49391667,-79.0446944,01599000,"GEORGES CREEK AT FRANKLIN, MD"
MD,893.37,39.81202897,-78.7164072,01601000,"Wills Creek below Hyndman, PA"
WV,624.79,39.44314946,-78.8219649,01604500,"PATTERSON CREEK NEAR HEADSVILLE, WV"
VA,1692.1,38.63567247,-79.3378199,01605500,"SOUTH BRANCH POTOMAC RIVER AT FRANKLIN, WV"
WV,1045.42,38.9845546,-79.2336508,01606000,"N F SOUTH BRANCH POTOMAC RIVER AT CABINS, WV"
WV,967.87,38.99122107,-79.17587059,01606500,"SOUTH BRANCH POTOMAC RIVER NEAR PETERSBURG, WV"
WV,1952,38.46638889,-79.31888889,01607300,"BRUSHY FORK NEAR SUGAR GROVE, WV"
VA,1557.96,38.63150665,-79.2436497,01607500,"S F SOUTH BRANCH POTOMAC RIVER AT BRANDYWINE, WV"
WV,861.23,39.0123313,-78.9561387,01608000,"S F SOUTH BRANCH POTOMAC RIVER NR MOOREFIELD, WV"
WV,561.41,39.44703879,-78.6541817,01608500,"SOUTH BRANCH POTOMAC RIVER NEAR SPRINGFIELD, WV"
MD,547.3,39.5532222,-78.555,01609000,"TOWN CREEK NEAR OLDTOWN, MD"
MD,439.74,39.64952778,-78.34413889,01610155,"SIDELING HILL CREEK NEAR BELLEGROVE, MD"
MD,383,39.69755556,-78.17788889,01613000,"POTOMAC RIVER AT HANCOCK, MD"
PA,688.94,39.89842119,-78.132229,01613050,"Tonoloway Creek near Needmore, PA"
VA,668.6,39.2145479,-78.2880592,01613900,"HOGUE CREEK NEAR HAYFIELD, VA"
VA,415.85,39.51204187,-78.0372224,01614000,"BACK CREEK NEAR JONES SPRINGS, WV"
PA,536.15,39.71625,-77.60663889,01619000,"ANTIETAM CREEK NEAR WAYNESBORO, PA"
MD,310.4,39.44977778,-77.7301944,01619500,"ANTIETAM CREEK NEAR SHARPSBURG, MD"
VA,2050.67,38.335,-79.2391667,01620500,"NORTH RIVER NEAR STOKESVILLE, VA"
VA,1296.2,38.0576362,-78.90807949,01626000,"SOUTH RIVER NEAR WAYNESBORO, VA"
VA,1129.87,38.21874208,-78.8366915,01627500,"SOUTH RIVER AT HARRISTON, VA"
VA,468.93,38.91400059,-78.21083388,01631000,"S F SHENANDOAH RIVER AT FRONT ROYAL, VA"
VA,1050.68,38.63706254,-78.852803,01632000,"N F SHENANDOAH RIVER AT COOTES STORE, VA"
VA,600,39.00677495,-78.3163924,01635090,"CEDAR CREEK ABOVE HWY 11 NEAR MIDDLETOWN, VA"
VA,525.14,38.95816564,-78.2666685,01635500,"PASSAGE CREEK NEAR BUCKTON, VA"
WV,292.44,39.28204576,-77.7891606,01636500,"SHENANDOAH RIVER AT MILLVILLE, WV"
MD,376.25,39.42725,-77.5561667,01637500,"CATOCTIN CREEK NEAR MIDDLETOWN, MD"
VA,335.84,39.1911111,-77.6154444,01638350,"S F CATOCTIN CREEK AT RT 698 NEAR WATERFORD, VA"
MD,340.18,39.67905556,-77.23452778,01639000,"MONOCACY RIVER AT BRIDGEPORT, MD"
MD,232.62,39.29413889,-77.4070833,01643500,"BENNETT CREEK AT PARK MILLS, MD"
VA,248.93,39.01955309,-77.5774918,01644000,"GOOSE CREEK NEAR LEESBURG, VA"
VA,193.65,39.04641667,-77.43238889,01644280,"BROAD RUN NEAR LEESBURG, VA"
MD,213.31,39.1280833,-77.33577778,01645000,"SENECA CREEK AT DAWSONVILLE, MD"
VA,150.94,38.97594346,-77.24581439,01646000,"DIFFICULT RUN NEAR GREAT FALLS, VA"
MD,37.2,38.94977778,-77.12763889,01646500,"POTOMAC RIVER NEAR WASH, DC LITTLE FALLS PUMP STA"
MD,148.14,38.9725,-77.04,01648000,"ROCK CREEK AT SHERRILL DRIVE WASHINGTON, DC"
MD,264.14,39.06566667,-77.0293333,01650500,"NORTHWEST BRANCH ANACOSTIA RIVER NR COLESVILLE, MD"
VA,28.57,38.8433333,-77.0858611,01652500,"FOURMILE RUN AT ALEXANDRIA, VA"
VA,191.24,38.81289066,-77.2283158,01654000,"ACCOTINK CREEK NEAR ANNANDALE, VA"
VA,237.83,38.5873427,-77.4285958,01658500,"S F QUANTICO CREEK NEAR INDEPENDENT HILL, VA"
VA,119.68,38.49040138,-77.4335942,01660400,"AQUIA CREEK NEAR GARRISONVILLE, VA"
VA,374.62,38.65567564,-78.0738869,01662800,"BATTLE RUN NEAR LAUREL MILLS, VA"
VA,251.6,38.53067996,-77.8136045,01664000,"RAPPAHANNOCK RIVER AT REMINGTON, VA"
VA,439.44,38.28068606,-78.340007,01665500,"RAPIDAN RIVER NEAR RUCKERSVILLE, VA"
VA,283.7,38.32513047,-78.0955557,01666500,"ROBINSON RIVER NEAR LOCUST DALE, VA"
VA,241.36,38.35040774,-77.9749972,01667500,"RAPIDAN RIVER NEAR CULPEPER, VA"
VA,70,38.30846178,-77.52915268,01668000,"RAPPAHANNOCK RIVER NEAR FREDERICKSBURG, VA"
VA,167.45,38.01291599,-77.7011007,01670400,"NORTH ANNA RIVER NEAR PARTLOW, VA"
VA,132.3,37.8726401,-77.5130392,01671100,"LITTLE RIVER NEAR DOSWELL, VA"
VA,82.7,37.796809,-77.5488744,01672500,"SOUTH ANNA RIVER NEAR ASHLAND, VA"
VA,1701.33,38.0695688,-79.8970003,02011500,"BACK CREEK NEAR MOUNTAIN GROVE, VA"
VA,1399.51,37.94845825,-79.94922369,02011800,"JACKSON RIVER BL GATHRIGHT DAM NR HOT SPGS, VA"
VA,1294.29,37.8029022,-80.0470043,02013000,"DUNLAP CREEK NEAR COVINGTON, VA"
VA,1273.48,37.72901408,-80.0422802,02014000,"POTTS CREEK NEAR COVINGTON, VA"
VA,1610.14,38.19540308,-79.57032338,02015700,"BULLPASTURE RIVER AT WILLIAMSVILLE, VA"
VA,1007.02,37.79179587,-79.7594917,02016000,"COWPASTURE RIVER NEAR CLIFTON FORGE, VA"
VA,977.63,37.77374009,-79.7844925,02016500,"JAMES RIVER AT LICK RUN, VA"
VA,1254.3,37.5062397,-80.106715,02017500,"JOHNS CREEK AT NEW CASTLE, VA"
VA,992.17,37.66596174,-79.9114388,02018000,"CRAIG CREEK AT PARR, VA"
VA,802.1,37.53068995,-79.6789281,02019500,"JAMES RIVER AT BUCHANAN, VA"
