"UsgsGaugeId","Name","StateCode","Latitude","Longitude","Altitude","DefaultZoneOffset","DefaultZoneAbbrev","DSTZoneOffset","DSTZoneAbbrev","ZoneUsesDST"
"01087000","BLACKWATER RIVER NEAR WEBSTER, NH",NH,43.2970225000000000,-71.6945212000000000,431.7300000000000000,,,,,
"01089100","SOUCOOK RIVER, AT PEMBROKE ROAD, NEAR CONCORD, NH",NH,43.2136924800000000,-71.4803481000000000,255.8900000000000000,-05:00,EST,-04:00,EDT,1
"01090800","PISCATAQUOG RIVER BL EVERETT DAM, NR E WEARE, NH",NH,43.0914705000000000,-71.6595182000000000,319.6600000000000000,,,,,
"01091500","PISCATAQUOG RIVER NEAR GOFFSTOWN, NH",NH,43.0167500000000000,-71.5506252000000000,174.6500000000000000,-05:00,EST,-04:00,EDT,1
"01092000","MERRIMACK R NR GOFFS FALLS, BELOW MANCHESTER, NH",NH,42.9481405000000000,-71.4634002000000000,109.2700000000000000,-05:00,EST,-04:00,EDT,1
"01093852","SOUHEGAN RIVER (SITE WLR-1) NEAR MILFORD, NH",NH,42.8425858000000000,-71.7067399000000000,264.3200000000000000,-05:00,EST,-04:00,EDT,1
"01094000","SOUHEGAN RIVER AT MERRIMACK, NH",NH,42.8575865000000000,-71.5061785000000000,160.5800000000000000,-05:00,EST,-04:00,EDT,1
"01095375","QUINAPOXET RIVER AT CANADA MILLS NEAR HOLDEN, MA",MA,42.3728696700000000,-71.8281279000000000,560.0000000000000000,-05:00,EST,-04:00,EDT,1
"01096000","SQUANNACOOK RIVER NEAR WEST GROTON, MA",MA,42.6342561900000000,-71.6578479000000000,,-05:00,EST,-04:00,EDT,1
"01096500","NASHUA RIVER AT EAST PEPPERELL, MA",NH,42.6675894500000000,-71.5750680900000000,169.0400000000000000,-05:00,EST,-04:00,EDT,1
"01097000","ASSABET RIVER AT MAYNARD, MA",MA,42.4320380000000000,-71.4497848000000000,142.1200000000000000,-05:00,EST,-04:00,EDT,1
"01099500","CONCORD R BELOW R MEADOW BROOK, AT LOWELL, MA",MA,42.6367581000000000,-71.3020047000000000,67.4100000000000000,-05:00,EST,-04:00,EDT,1
"01103500","CHARLES RIVER AT DOVER, MA",MA,42.2562090000000000,-71.2600558000000000,89.7600000000000000,-05:00,EST,-04:00,EDT,1
"01104500","CHARLES RIVER AT WALTHAM, MA",MA,42.3723185700000000,-71.2336668000000000,20.0200000000000000,-05:00,EST,-04:00,EDT,1
"01105583","MONATIQUOT RIVER AT EAST BRAINTREE, MA",MA,42.2209330800000000,-70.9781026000000000,20.0000000000000000,-05:00,EST,-04:00,EDT,1
"01112500","BLACKSTONE RIVER AT WOONSOCKET, RI",RI,42.0062093600000000,-71.5031168000000000,107.4200000000000000,-05:00,EST,-04:00,EDT,1
"01119500","WILLIMANTIC RIVER NEAR COVENTRY, CT",CT,41.7506544000000000,-72.2656346900000000,239.0500000000000000,-05:00,EST,-04:00,EDT,1
"01120790","NATCHAUG RIVER AT MARCY RD. NEAR CHAPLIN, CT",CT,41.8161694400000000,-72.1061694000000000,357.0000000000000000,-05:00,EST,-04:00,EDT,1
"01125500","QUINEBAUG RIVER AT PUTNAM, CT",CT,41.9094750000000000,-71.9138638900000000,216.7600000000000000,-05:00,EST,-04:00,EDT,1
"01129200","CONNECTICUT R BELOW INDIAN STREAM NR PITTSBURG, NH",NH,45.0403236800000000,-71.4439704000000000,"1150.0000000000000000",-05:00,EST,-04:00,EDT,1
"01133000","EAST BRANCH PASSUMPSIC RIVER NEAR EAST HAVEN, VT",VT,44.6339419500000000,-71.8975942000000000,943.8800000000000000,-05:00,EST,-04:00,EDT,1
"01134500","MOOSE RIVER AT VICTORY, VT",VT,44.5117231000000000,-71.8373143000000000,"1103.9900000000000000",-05:00,EST,-04:00,EDT,1
"01137500","AMMONOOSUC RIVER AT BETHLEHEM JUNCTION, NH",NH,44.2686741000000000,-71.6303617000000000,"1180.7400000000000000",-05:00,EST,-04:00,EDT,1
"01139000","WELLS RIVER AT WELLS RIVER, VT",VT,44.1503413000000000,-72.0650915000000000,505.5300000000000000,-05:00,EST,-04:00,EDT,1
"01142500","AYERS BROOK AT RANDOLPH, VT",VT,43.9345096900000000,-72.6578821000000000,630.5000000000000000,-05:00,EST,-04:00,EDT,1
"01144000","WHITE RIVER AT WEST HARTFORD, VT",VT,43.7142361400000000,-72.4181490000000000,374.5300000000000000,-05:00,EST,-04:00,EDT,1
"01144500","CONNECTICUT RIVER AT WEST LEBANON, NH",NH,43.6461818700000000,-72.3123134000000000,321.5200000000000000,-05:00,EST,-04:00,EDT,1
"01151500","OTTAUQUECHEE RIVER AT NORTH HARTLAND, VT",VT,43.6025707700000000,-72.3542581900000000,336.7700000000000000,-05:00,EST,-04:00,EDT,1
"01152500","SUGAR RIVER AT WEST CLAREMONT, NH",NH,43.3875732700000000,-72.3620340900000000,358.7800000000000000,-05:00,EST,-04:00,EDT,1
"01153000","BLACK RIVER AT NORTH SPRINGFIELD, VT",VT,43.3334071600000000,-72.5148125800000000,445.7900000000000000,-05:00,EST,-04:00,EDT,1
"01155500","WEST RIVER AT JAMAICA, VT",VT,43.1089665000000000,-72.7753740000000000,680.0000000000000000,-05:00,EST,-04:00,EDT,1
"01155910","WEST RIVER BELOW TOWNSHEND DAM NEAR TOWNSHEND, VT",VT,43.0511901000000000,-72.7000939000000000,452.1100000000000000,,,,,
"01157000","ASHUELOT RIVER NEAR GILSUM, NH",NH,43.0392458600000000,-72.2700858000000000,772.8600000000000000,-05:00,EST,-04:00,EDT,1
"01158600","OTTER BROOK BELOW OTTER BROOK DAM, NEAR KEENE, NH",NH,42.9459140900000000,-72.2367514000000000,658.6500000000000000,,,,,
"01161000","ASHUELOT RIVER AT HINSDALE, NH",NH,42.7859158600000000,-72.4861996000000000,201.3200000000000000,-05:00,EST,-04:00,EDT,1
"01163500","MILLERS R BL BIRCH HILL DAM AT SOUTH ROYALSTON, MA",MA,42.6325867600000000,-72.1231364800000000,818.0000000000000000,,,,,
"01166500","MILLERS RIVER AT ERVING, MA",MA,42.5975862000000000,-72.4381423000000000,388.0000000000000000,-05:00,EST,-04:00,EDT,1
"01168500","DEERFIELD RIVER AT CHARLEMONT, MA",MA,42.6260000000000000,-72.8541944000000000,516.9300000000000000,-05:00,EST,-04:00,EDT,1
"01169000","NORTH RIVER AT SHATTUCKVILLE, MA",MA,42.6384177500000000,-72.7250922000000000,461.0000000000000000,-05:00,EST,-04:00,EDT,1
"01170000","DEERFIELD RIVER NEAR WEST DEERFIELD, MA",MA,42.5359195700000000,-72.6534232800000000,156.7400000000000000,-05:00,EST,-04:00,EDT,1
"01170100","GREEN RIVER NEAR COLRAIN, MA",MA,42.7034169500000000,-72.6706473800000000,432.2600000000000000,-05:00,EST,-04:00,EDT,1
"01170500","CONNECTICUT RIVER AT MONTAGUE CITY, MA",MA,42.5802222000000000,-72.5745000000000000,98.8000000000000000,-05:00,EST,-04:00,EDT,1
"01171500","MILL RIVER AT NORTHAMPTON, MA",MA,42.3189783900000000,-72.6650907000000000,170.0000000000000000,-05:00,EST,-04:00,EDT,1
"01173500","WARE RIVER AT GIBBS CROSSING, MA",MA,42.2362038000000000,-72.2725804700000000,379.7900000000000000,-05:00,EST,-04:00,EDT,1
"01179500","WESTFIELD RIVER AT KNIGHTVILLE, MA",MA,42.2878665500000000,-72.8642636000000000,461.2500000000000000,-05:00,EST,-04:00,EDT,1
"01180500","MIDDLE BRANCH WESTFIELD RIVER AT GOSS HEIGHTS, MA",MA,42.2587002500000000,-72.8725975000000000,399.3000000000000000,,,,,
"01181000","WEST BRANCH WESTFIELD RIVER AT HUNTINGTON, MA",MA,42.2373116900000000,-72.8956540000000000,388.6000000000000000,-05:00,EST,-04:00,EDT,1
"01185500","WEST BRANCH FARMINGTON RIVER NEAR NEW BOSTON, MA",CT,42.0788611000000000,-73.0728833000000000,758.2100000000000000,-05:00,EST,-04:00,EDT,1
"01186000","WEST BRANCH FARMINGTON RIVER AT RIVERTON, CT",CT,41.9628729000000000,-73.0176060000000000,485.6000000000000000,-05:00,EST,-04:00,EDT,1
"01186500","STILL RIVER AT ROBERTSVILLE, CT",CT,41.9679222000000000,-73.0334444000000000,510.2400000000000000,-05:00,EST,-04:00,EDT,1
"01187300","HUBBARD RIVER NEAR WEST HARTLAND, CT",CT,42.0375000000000000,-72.9393277800000000,594.5700000000000000,-05:00,EST,-04:00,EDT,1
"01188090","FARMINGTON RIVER AT UNIONVILLE, CT",CT,41.7555472000000000,-72.8870417000000000,178.2000000000000000,-05:00,EST,-04:00,EDT,1
"01189995","FARMINGTON RIVER AT TARIFFVILLE, CT",CT,41.9082833000000000,-72.7593527800000000,130.2100000000000000,-05:00,EST,-04:00,EDT,1
"01193500","SALMON RIVER NEAR EAST HAMPTON, CT",CT,41.5523212400000000,-72.4492528700000000,64.3800000000000000,-05:00,EST,-04:00,EDT,1
"01197000","EAST BRANCH HOUSATONIC RIVER AT COLTSVILLE, MA",NY,42.4695833000000000,-73.1973333000000000,"1002.0000000000000000",-05:00,EST,-04:00,EDT,1
"01199000","HOUSATONIC RIVER AT FALLS VILLAGE, CT",CT,41.9573154800000000,-73.3692857700000000,529.0600000000000000,-05:00,EST,-04:00,EDT,1
"01200000","TENMILE RIVER NEAR GAYLORDSVILLE, CT",CT,41.6587638900000000,-73.5286833000000000,304.0000000000000000,-05:00,EST,-04:00,EDT,1
"01200500","HOUSATONIC RIVER AT GAYLORDSVILLE, CT",CT,41.6531496000000000,-73.4898462000000000,236.7800000000000000,-05:00,EST,-04:00,EDT,1
"01202501","SHEPAUG RIVER AT PETERS DAM AT WOODVILLE, CT",CT,41.7195750000000000,-73.2926027800000000,777.0000000000000000,-05:00,EST,-04:00,EDT,1
"01208500","NAUGATUCK RIVER AT BEACON FALLS, CT",CT,41.4423000000000000,-73.0622833000000000,117.2800000000000000,-05:00,EST,-04:00,EDT,1
"01208990","SAUGATUCK RIVER NEAR REDDING, CT",CT,41.2945400000000000,-73.3951202900000000,285.4200000000000000,-05:00,EST,-04:00,EDT,1
"01209700","NORWALK RIVER AT SOUTH WILTON, CT",CT,41.1637666700000000,-73.4195444000000000,115.6900000000000000,-05:00,EST,-04:00,EDT,1
"01312000",HUDSON RIVER NEAR NEWCOMB NY,NY,43.9666666700000000,-74.1316667000000000,"1550.3800000000000000",-05:00,EST,-04:00,EDT,0
"01315000",INDIAN RIVER NEAR INDIAN LAKE NY,NY,43.7563888900000000,-74.2672222000000000,"1604.2300000000000000",-05:00,EST,-04:00,EDT,0
"01315500",HUDSON RIVER AT NORTH CREEK NY,NY,43.7008333000000000,-73.9833333000000000,987.5100000000000000,-05:00,EST,-04:00,EDT,0
"01317000",SCHROON RIVER AT RIVERBANK NY,NY,43.6094444400000000,-73.7375000000000000,699.3100000000000000,-05:00,EST,-04:00,EDT,0
"01321000",SACANDAGA RIVER NEAR HOPE NY,NY,43.3527777800000000,-74.2702777800000000,881.3100000000000000,-05:00,EST,-04:00,EDT,0
"01327750",HUDSON RIVER AT FORT EDWARD NY,NY,43.2694444400000000,-73.5958333000000000,100.0000000000000000,-05:00,EST,-04:00,EDT,0
"01329490",BATTEN KILL BELOW MILL AT BATTENVILLE NY,NY,43.1086111000000000,-73.4216667000000000,373.1000000000000000,-05:00,EST,-04:00,EDT,0
"01330000",GLOWEGEE CREEK AT WEST MILTON NY,NY,43.0305555600000000,-73.9272222000000000,407.2200000000000000,-05:00,EST,-04:00,EDT,0
"01332500","HOOSIC RIVER NEAR WILLIAMSTOWN, MA",MA,42.7003589700000000,-73.1589940000000000,621.0000000000000000,-05:00,EST,-04:00,EDT,1
"01334500",HOOSIC RIVER NEAR EAGLE BRIDGE NY,NY,42.9386111000000000,-73.3769444000000000,355.4100000000000000,-05:00,EST,-04:00,EDT,0
"01338000",ORISKANY CREEK NEAR ORISKANY NY,NY,43.1427777800000000,-75.3378056000000000,428.6600000000000000,-05:00,EST,-04:00,EDT,0
"01349150",CANAJOHARIE CREEK NEAR CANAJOHARIE NY,NY,42.8761111000000000,-74.6030556000000000,635.7600000000000000,-05:00,EST,-04:00,EDT,0
"01349700",EAST KILL NEAR JEWETT CENTER NY,NY,42.2491666700000000,-74.3027777800000000,"1452.2600000000000000",-05:00,EST,-04:00,EDT,0
"01349950",BATAVIA KILL AT RED FALLS NEAR PRATTSVILLE NY,NY,42.3083333000000000,-74.3900000000000000,"1269.1600000000000000",-05:00,EST,-04:00,EDT,0
"01350080",MANOR KILL AT WEST CONESVILLE NEAR GILBOA NY,NY,42.3769444400000000,-74.4130556000000000,"1255.9500000000000000",-05:00,EST,-04:00,EDT,0
"01351500",SCHOHARIE CREEK AT BURTONSVILLE NY,NY,42.8000000000000000,-74.2627777800000000,507.9800000000000000,-05:00,EST,-04:00,EDT,0
"01357500",MOHAWK RIVER AT COHOES NY,NY,42.7852777800000000,-73.7075000000000000,49.1300000000000000,-05:00,EST,-04:00,EDT,0
"01359528",NORMANS KILL AT ALBANY NY,NY,42.6333333000000000,-73.8055556000000000,86.4800000000000000,-05:00,EST,-04:00,EDT,0
"01361000",KINDERHOOK CREEK AT ROSSMAN NY,NY,42.3305555600000000,-73.7438888900000000,24.7800000000000000,-05:00,EST,-04:00,EDT,0
"01362200",ESOPUS CREEK AT ALLABEN NY,NY,42.1169444400000000,-74.3802777800000000,998.0400000000000000,-05:00,EST,-04:00,EDT,0
"01362500",ESOPUS CREEK AT COLDBROOK NY,NY,42.0141666700000000,-74.2705556000000000,621.5400000000000000,-05:00,EST,-04:00,EDT,0
"01364500",ESOPUS CREEK AT MOUNT MARION NY,NY,42.0377777800000000,-73.9719444000000000,40.1500000000000000,-05:00,EST,-04:00,EDT,0
"01367500",RONDOUT CREEK AT ROSENDALE NY,NY,41.8430555600000000,-74.0861111000000000,32.8300000000000000,-05:00,EST,-04:00,EDT,0
"01372500",WAPPINGER CREEK NEAR WAPPINGERS FALLS NY,NY,41.6530555600000000,-73.8725000000000000,114.3700000000000000,-05:00,EST,-04:00,EDT,0
"01375000",CROTON R AT NEW CROTON DAM NR CROTON-ON-HUDSON NY,NY,41.2250277800000000,-73.8588888900000000,44.1000000000000000,-05:00,EST,-04:00,EDT,0
"01380450",Rockaway River at Main Street at Boonton NJ,NJ,40.9075000000000000,-74.4191667000000000,479.0000000000000000,-05:00,EST,-04:00,EDT,1
"01382500",Pequannock River at Macopin Intake Dam NJ,NJ,41.0183333000000000,-74.4011111000000000,549.1700000000000000,-05:00,EST,-04:00,EDT,1
"01383500",Wanaque River at Awosting NJ,NJ,41.1602777800000000,-74.3336111000000000,601.3200000000000000,-05:00,EST,-04:00,EDT,1
"01386000",West Brook near Wanaque NJ,NJ,41.0736111000000000,-74.3116667000000000,326.7900000000000000,-05:00,EST,-04:00,EDT,1
"01387500",Ramapo River near Mahwah NJ,NY,41.0980555600000000,-74.1627777800000000,253.1000000000000000,-05:00,EST,-04:00,EDT,1
"01396500",South Branch Raritan River near High Bridge NJ,NJ,40.6777777800000000,-74.8791667000000000,282.1000000000000000,-05:00,EST,-04:00,EDT,1
"01398500",North Branch Raritan River near Far Hills NJ,NJ,40.7083333000000000,-74.6361111000000000,224.4900000000000000,-05:00,EST,-04:00,EDT,1
"01399500",Lamington (Black) River near Pottersville NJ,NJ,40.7275000000000000,-74.7302777800000000,284.1400000000000000,-05:00,EST,-04:00,EDT,1
"01399670",South B Rockaway Creek at Whitehouse Station NJ,NJ,40.6194444400000000,-74.7736111000000000,121.5000000000000000,-05:00,EST,-04:00,EDT,1
"01413398",BUSH KILL NEAR ARKVILLE NY,NY,42.1508333000000000,-74.6013888900000000,"1371.3700000000000000",-05:00,EST,-04:00,EDT,0
"01413408",DRY BROOK AT ARKVILLE,NY,42.1466666700000000,-74.6233333000000000,"1336.2400000000000000",-05:00,EST,-04:00,EDT,0
"01413500",EAST BRANCH DELAWARE RIVER AT MARGARETVILLE NY,NY,42.1447222000000000,-74.6536111000000000,"1302.3800000000000000",-05:00,EST,-04:00,EDT,0
"01414500",MILL BROOK NEAR DUNRAVEN NY,NY,42.1061111000000000,-74.7305556000000000,"1298.5400000000000000",-05:00,EST,-04:00,EDT,0
"01420500",BEAVER KILL AT COOKS FALLS NY,NY,41.9463888900000000,-74.9797222000000000,"1151.7000000000000000",-05:00,EST,-04:00,EDT,0
"01421900",WEST BRANCH DELAWARE RIVER UPSTREAM FROM DELHI NY,NY,42.2802777800000000,-74.9072222000000000,"1351.3100000000000000",-05:00,EST,-04:00,EDT,0
"01422500",LITTLE DELAWARE RIVER NEAR DELHI NY,NY,42.2522222000000000,-74.9016667000000000,"1385.3500000000000000",-05:00,EST,-04:00,EDT,0
"01427500",CALLICOON CREEK AT CALLICOON NY,NY,41.7608333000000000,-75.0483333000000000,759.8400000000000000,-05:00,EST,-04:00,EDT,0
"01428500",DELAWARE R ABOVE LACKAWAXEN R NEAR BARRYVILLE NY,NY,41.5088888900000000,-74.9858333000000000,600.2200000000000000,-05:00,EST,-04:00,EDT,0
"01433500",MONGAUP RIVER NEAR MONGAUP NY,NY,41.4613888900000000,-74.7588888900000000,625.0500000000000000,-05:00,EST,-04:00,EDT,0
"01434498",WEST BRANCH NEVERSINK RIVER AT CLARYVILLE NY,NY,41.9202777800000000,-74.5747222000000000,"1620.5600000000000000",-05:00,EST,-04:00,EDT,0
"01435000",NEVERSINK RIVER NEAR CLARYVILLE NY,NY,41.8900000000000000,-74.5900000000000000,"1522.3700000000000000",-05:00,EST,-04:00,EDT,0
"01436690",NEVERSINK RIVER AT BRIDGEVILLE NY,NY,41.6380555600000000,-74.6168888900000000,"1056.1400000000000000",-05:00,EST,-04:00,EDT,0
"01437500",NEVERSINK RIVER AT GODEFFROY NY,NY,41.4411111000000000,-74.6019444000000000,459.6600000000000000,-05:00,EST,-04:00,EDT,0
"01439500","Bush Kill at Shoemakers, PA",PA,41.0881507800000000,-75.0376746900000000,421.1300000000000000,-05:00,EST,-04:00,EDT,1
"01440400","Brodhead Creek near Analomink, PA",PA,41.0848148000000000,-75.2146251000000000,586.5000000000000000,-05:00,EST,-04:00,EDT,1
"01443500",Paulins Kill at Blairstown NJ,NJ,40.9808333000000000,-74.9533333000000000,335.8600000000000000,-05:00,EST,-04:00,EDT,1
"01445500",Pequest River at Pequest NJ,NJ,40.8305555600000000,-74.9777777800000000,398.7800000000000000,-05:00,EST,-04:00,EDT,1
"01447680","Tunkhannock Creek near Long Pond, PA",PA,41.0652777800000000,-75.5213888900000000,"1804.8300000000000000",-05:00,EST,-04:00,EDT,1
"01447800",Lehigh R bl Francis E Walter Res nr White Haven PA,PA,41.1048062000000000,-75.7321362000000000,"1212.9500000000000000",-05:00,EST,-04:00,EDT,1
"01449000","Lehigh River at Lehighton, PA",PA,40.8292587000000000,-75.7051893800000000,444.2600000000000000,-05:00,EST,-04:00,EDT,1
"01453000","Lehigh River at Bethlehem, PA",PA,40.6153761000000000,-75.3787914000000000,210.9400000000000000,-05:00,EST,-04:00,EDT,1
"01455500",Musconetcong River at outlet of Lake Hopatcong NJ,NJ,40.9172222000000000,-74.6655556000000000,904.9900000000000000,-05:00,EST,-04:00,EDT,1
"01459500","Tohickon Creek near Pipersville, PA",PA,40.4337151000000000,-75.1165609000000000,258.9600000000000000,-05:00,EST,-04:00,EDT,1
"01463500",Delaware River at Trenton NJ,NJ,40.2216666700000000,-74.7780556000000000,0.0000000000000000,-05:00,EST,-04:00,EDT,1
"01472157","French Creek near Phoenixville, PA",PA,40.1514906400000000,-75.6013050000000000,160.0000000000000000,-05:00,EST,-04:00,EDT,1
"01474500","Schuylkill River at Philadelphia, PA",PA,39.9678905000000000,-75.1885123000000000,5.7400000000000000,-05:00,EST,-04:00,EDT,1
"01479820","Red Clay Creek near Kennett Square, PA",DE,39.8167773900000000,-75.6916008000000000,196.0200000000000000,-05:00,EST,-04:00,EDT,1
